IRN,FMNH,Host-ID,Species,Month,Day ,Year,Season,Time_Period,Sex,Age,State,County,City,P_Positive,H_Positive,L_Positive
2987730,493987,S11-1482,C. minimus,9,4,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2774368,488731,S11-1489,C. minimus,9,5,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
3356321,500519,S11-1495,C. ustulatus,9,6,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2160778,479714,S11-1496,C. ustulatus,9,6,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
2160779,479715,S11-1511,C. ustulatus,9,8,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
3276232,499735,S11-1515,C. ustulatus,9,8,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2160780,479716,S11-1516,C. ustulatus,9,8,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2160775,479711,S11-1532,C. minimus,9,12,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,0
,,S11-1553,C. minimus,9,12,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
2168131,482119,S11-1554,C. ustulatus,9,12,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
3356322,500520,S11-1555,C. ustulatus,9,12,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3276233,499736,S11-1557,C. ustulatus,9,12,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2160781,479717,S11-1577,C. ustulatus,9,13,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,1
2144777,479129,S11-1578,C. ustulatus,9,13,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,1,1
,,S11-1579,C. ustulatus,9,13,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275502,499012,S11-1580,C. ustulatus,9,13,2011,Fall,32,M,NA,Illinois,Cook,Chicago ,0,0,1
,,S11-1581,C. ustulatus,9,13,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,1
,,S11-1584,C. fuscescens,9,13,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3276234,499737,S11-1607,C. ustulatus,9,14,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
2160782,479718,S11-1608,C. ustulatus,9,14,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,1
2160783,479719,S11-1623,C. ustulatus,9,15,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,1
3356323,500521,S11-1624,C. ustulatus,9,15,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
3356311,500509,S11-1625,C. minimus,9,15,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
,,S11-1633,C. minimus,9,15,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
2160784,479720,S11-1641,C. ustulatus,9,15,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
3276496,499999,S11-1646,C. ustulatus,9,15,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,1
2168122,482110,S11-1668,C. fuscescens,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2190676,483123,S11-1669,C. minimus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2190669,483116,S11-1670,C. ustulatus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2190670,483117,S11-1671,C. ustulatus,9,20,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2319099,485477,S11-1683,C. ustulatus,9,20,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2319100,485478,S11-1698,C. ustulatus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2319056,485434,S11-1700,C. minimus,9,20,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
2168132,482120,S11-1712,C. ustulatus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2319057,485435,S11-1713,C. minimus,9,20,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,0
2319058,485436,S11-1714,C. minimus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2190673,483120,S11-1725,C. ustulatus,9,20,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,1,0,1
2190671,483118,S11-1730,C. ustulatus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2168133,482121,S11-1743,C. ustulatus,9,20,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2130132,478134,S11-1744,C. fuscescens,9,20,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,1
2319101,485479,S11-1746,C. ustulatus,9,3,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,1,0,0
2168123,482111,S11-1759,C. fuscescens,9,23,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2190672,483119,S11-1767,C. ustulatus,9,23,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2144778,479130,S11-1768,C. ustulatus,9,23,2011,Fall,32,NA,HY,Illinois,Cook,Chicago ,1,0,0
2319053,485431,S11-1773,C. fuscescens,9,19,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2319102,485480,S11-1811,C. ustulatus,8,27,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2319103,485481,S11-1815,C. ustulatus,9,9,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2319104,485482,S11-1816,C. ustulatus,9,9,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,1
2190680,483127,S11-1875,C. guttatus,9,24,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2168125,482113,S11-1922,C. minimus,9,29,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2168126,482114,S11-1950,C. minimus,9,30,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
2168127,482115,S11-1961,C. minimus,9,30,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
,,S11-1963,C. minimus,9,30,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
2387045,487580,S11-1992,C. ustulatus,9,9,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
3276235,499738,S11-1993,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2160776,479712,S11-1994,C. minimus,9,27,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
2168145,482133,S11-1997,C. guttatus,10,3,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2319132,485510,S11-2007,C. guttatus,10,3,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2168146,482134,S11-2008,C. guttatus,10,3,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
3276497,500000,S11-2046,C. ustulatus,9,11,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-2055,C. minimus,9,20,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
2168137,482125,S11-2086,C. ustulatus,9,30,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
,,S11-2100,C. guttatus,10,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2101,C. guttatus,10,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3276246,499749,S11-2123,C. guttatus,10,2,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,1,0
2160785,479721,S11-2129,C. ustulatus,9,9,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2168143,482131,S11-2130,C. ustulatus,9,9,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2160786,479722,S11-2131,C. ustulatus,9,9,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,1
2160787,479723,S11-2132,C. ustulatus,9,9,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
3276498,500001,S11-2133,C. ustulatus,9,9,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2168124,482112,S11-2134,C. fuscescens,9,9,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2160788,479724,S11-2141,C. ustulatus,9,9,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,1,0
2160789,479725,S11-2175,C. ustulatus,9,8,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2160790,479726,S11-2201,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2168130,482118,S11-2202,C. ustulatus,9,4,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-2203,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3276236,499739,S11-2204,C. ustulatus,9,3,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3275485,498995,S11-2205,C. minimus,9,11,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
3276228,499731,S11-2206,C. minimus,8,25,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3276242,499745,S11-2271,C. ustulatus,9,13,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,0
3276499,500002,S11-2280,C. ustulatus,9,16,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
2160777,479713,S11-2311,C. minimus,10,10,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,1
3276238,499741,S11-2325,C. ustulatus,8,28,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,1,0
,,S11-2326,C. ustulatus,8,29,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2349,C. minimus,9,14,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3276239,499742,S11-2352,C. ustulatus,8,14,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
3276220,499723,S11-2356,C. fuscescens,9,19,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2359,C. ustulatus,9,7,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
,,S11-2372,C. ustulatus,9,17,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-2376,C. minimus,9,14,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3276229,499732,S11-2405,C. minimus,9,14,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
3275503,499013,S11-2422,C. ustulatus,9,14,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
,,S11-2458,C. minimus,9,22,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3276248,499751,S11-2472,C. guttatus,10,2,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-2478,C. ustulatus,10,12,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3356324,500522,S11-2498,C. ustulatus,10,13,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2160792,479728,S11-2499,C. ustulatus,10,14,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,1,0,1
3276247,499750,S11-2531,C. guttatus,10,17,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3276500,500003,S11-2564,C. ustulatus,9,21,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,1
2130177,478179,S11-258,C. ustulatus,9,25,2011,Fall,32,M,NA,Illinois,Cook,Chicago ,0,0,0
3356325,500523,S11-2583,C. ustulatus,9,25,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
3276501,500004,S11-2584,C. ustulatus,9,25,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
3276240,499743,S11-2585,C. ustulatus,9,25,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
3276241,499744,S11-2586,C. ustulatus,9,25,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,1
3356326,500524,S11-2609,C. ustulatus,9,24,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-2626,C. minimus,9,24,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275532,499041,S11-2642,C. guttatus,9,18,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,1,0,0
3356355,500553,S11-2652,C. guttatus,10,18,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3276249,499752,S11-2659,C. guttatus,10,18,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
3276521,500024,S11-2668,C. guttatus,10,18,2015,Fall,40,M,AHY,Illinois,Cook,Chicago ,1,0,1
,,S11-2669,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-2681,C. guttatus,10,11,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3275533,499042,S11-2692,C. guttatus,10,18,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-2699,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2700,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3275534,499043,S11-2701,C. guttatus,10,18,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-2702,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-2703,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275535,499044,S11-2725,C. guttatus,10,20,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-2726,C. guttatus,10,20,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-2740,C. guttatus,10,20,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2754,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2774,C. guttatus,9,30,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-2785,C. guttatus,10,24,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275505,499015,S11-2834,C. ustulatus,9,20,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3275537,499046,S11-2851,C. guttatus,10,13,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
3275506,499016,S11-2897,C. ustulatus,10,15,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
3275538,499047,S11-2898,C. guttatus,10,15,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-2899,C. guttatus,10,15,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275539,499048,S11-2902,C. guttatus,10,15,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
3275507,499017,S11-2922,C. ustulatus,10,2,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2144794,479146,S11-2982,C. guttatus,10,22,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
3275540,499049,S11-3005,C. guttatus,10,23,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3006,C. guttatus,10,23,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275541,499050,S11-3007,C. guttatus,10,23,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
3275542,499051,S11-3016,C. guttatus,10,23,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,1,0,0
,,S11-3035,C. ustulatus,9,3,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275509,499019,S11-3036,C. ustulatus,9,3,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-3055,C. ustulatus,9,10,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,1
3275511,499020,S11-3062,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3275512,499021,S11-3063,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,1
3275515,499024,S11-3079,C. ustulatus,9,29,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
3275486,498996,S11-3080,C. minimus,9,29,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3101,C. guttatus,10,19,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-3102,C. guttatus,10,19,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
2144795,479147,S11-3107,C. guttatus,10,18,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,1
,,S11-3119,C. guttatus,10,24,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3276250,499753,S11-3124,C. guttatus,10,19,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3149,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
,,S11-3150,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-3155,C. fuscescens,9,10,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3356309,500507,S11-3161,C. fuscescens,9,20,2011,Fall,32,M,NA,Illinois,Cook,Chicago ,0,0,0
3276516,500019,S11-3172,C. minimus,9,23,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
3275543,499052,S11-3221,C. guttatus,10,14,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3241,C. guttatus,10,18,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275544,499053,S11-3247,C. guttatus,10,19,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-3248,C. guttatus,10,19,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275545,499054,S11-3249,C. guttatus,10,19,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
,,S11-3250,C. guttatus,10,19,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
2190681,483128,S11-3259,C. guttatus,10,19,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,1,0,0
,,S11-3276,C. guttatus,10,21,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3275546,499055,S11-3277,C. guttatus,10,21,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,1,0,0
3356356,500554,S11-3306,C. guttatus,10,16,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
3276251,499754,S11-3318,C. guttatus,10,18,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2190682,483129,S11-3319,C. guttatus,10,18,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,0
2160793,479729,S11-3337,C. ustulatus,10,9,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,1,1,0
2160808,479744,S11-3338,C. guttatus,10,24,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
2929591,492672,S11-3382,C. minimus,9,28,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3276252,499755,S11-3397,C. guttatus,10,19,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3449,C. ustulatus,9,11,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3275513,499022,S11-3450,C. ustulatus,9,11,2011,Fall,32,M,AHY,Illinois,Cook,Chicago ,0,0,1
,,S11-3457,C. ustulatus,9,11,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,1
2168139,482127,S11-3458,C. ustulatus,9,10,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,1,0
2160794,479730,S11-3459,C. ustulatus,9,10,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
2160795,479731,S11-3477,C. ustulatus,9,1,2011,Fall,32,NA,HY,Illinois,Cook,Chicago ,0,0,1
3356327,500525,S11-3482,C. ustulatus,9,4,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,1
3275514,499023,S11-3483,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3484,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3276243,499746,S11-3485,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
3356901,501098,S11-3486,C. fuscescens,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3499,C. fuscescens,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-3500,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,1
3276244,499747,S11-3501,C. ustulatus,9,4,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
3276503,500006,S11-3502,C. ustulatus,9,4,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3503,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
,,S11-3507,C. fuscescens,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3276517,500020,S11-3511,C. minimus,9,4,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,1
,,S11-3512,C. ustulatus,9,4,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,1,0,0
3275508,499018,S11-3513,C. ustulatus,9,5,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
,,S11-3521,C. guttatus,10,15,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3275547,499056,S11-3528,C. guttatus,10,16,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
,,S11-3529,C. minimus,10,16,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-3590,C. guttatus,10,2,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
,,S11-3687,C. guttatus,10,1,2011,Fall,32,NA,NA,Illinois,Cook,Chicago ,0,0,0
3275548,499057,S11-3690,C. guttatus,10,1,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,1,0,0
2319059,485437,S11-3755,C. minimus,9,29,2011,Fall,32,F,HY,Illinois,Cook,Chicago ,0,0,0
2319107,485485,S11-3771,C. ustulatus,10,19,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,0,0,0
2319133,485511,S11-3772,C. guttatus,10,19,2011,Fall,32,M,HY,Illinois,Cook,Chicago ,1,0,0
3574836,505567,S11-4188,C. guttatus,10,1,2011,Fall,32,F,AHY,Illinois,Cook,Chicago ,0,0,0
3540099,504187,S12-1058,C. ustulatus,9,21,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,1
,,S12-1089,C. fuscescens,8,27,2012,Fall,34,NA,NA,Illinois,Cook,Chicago ,0,0,0
2197017,484180,S12-1137,C. ustulatus,8,28,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2197018,484181,S12-1138,C. ustulatus,8,28,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2190675,483122,S12-1185,C. ustulatus,9,3,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2197020,484183,S12-1187,C. ustulatus,9,7,2012,Fall,34,F,AHY,Illinois,Cook,Chicago ,0,0,0
2197021,484184,S12-1188,C. ustulatus,9,7,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,1,0,1
2200570,484800,S12-1193,C. ustulatus,9,4,2012,Fall,34,M,AHY,Illinois,Cook,Chicago ,0,0,0
2197022,484185,S12-1194,C. ustulatus,9,4,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2387046,487581,S12-1206,C. ustulatus,9,3,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,1,0,1
2365126,486803,S12-1216,C. fuscescens,9,5,2012,Fall,34,M,NA,Illinois,Cook,Chicago ,0,0,0
2200571,484801,S12-1217,C. ustulatus,9,5,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,1
2200546,484776,S12-1227,C. minimus,9,8,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2387026,487561,S12-1228,C. minimus,9,8,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2387048,487583,S12-1234,C. ustulatus,9,8,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2200572,484802,S12-1235,C. ustulatus,9,8,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,1,0,0
2200573,484803,S12-1236,C. ustulatus,9,8,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2387049,487584,S12-1237,C. ustulatus,9,8,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2200547,484777,S12-1238,C. minimus,9,8,2012,Fall,34,F,AHY,Illinois,Cook,Chicago ,0,0,0
2200548,484778,S12-1239,C. minimus,9,8,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2200549,484779,S12-1240,C. minimus,9,8,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2387050,487585,S12-1244,C. ustulatus,9,8,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2200574,484804,S12-1245,C. ustulatus,9,8,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2387027,487562,S12-1250,C. minimus,9,8,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2200576,484806,S12-1259,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,1,0,1
2387028,487563,S12-1265,C. minimus,9,6,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,1
2200577,484807,S12-1266,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,1
2200578,484808,S12-1267,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,1,0,0
2387029,487564,S12-1277,C. minimus,9,6,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,1
2200579,484809,S12-1278,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,0,0
2387051,487586,S12-1287,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,1,0,1
3152494,497154,S12-1288,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago ,0,1,0
2987782,494039,S12-1289,C. ustulatus,9,6,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,1,0
2987783,494040,S12-1290,C. ustulatus,9,6,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,1,0,0
3152495,497155,S12-1291,C. ustulatus,9,6,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,0
2387052,487587,S12-1307,C. ustulatus,8,27,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,0,0,1
2200581,484811,S12-1314,C. ustulatus,9,11,2012,Fall,34,M,HY,Illinois,Cook,Chicago ,1,0,0
2387030,487565,S12-1315,C. minimus,9,11,2012,Fall,34,NA,AHY,Illinois,Cook,Chicago ,0,0,0
